indice_tiempo,indice_serie_original,indice_serie_desestacionalizada,indice_serie_tendencia_ciclo
2011-06-01,156.6936585122553,147.08072548586972,146.47789150898157
2011-07-01,146.37808828046838,146.70269049918954,146.72365305619542
2011-08-01,146.39850538471867,146.83767462708676,146.8275979960234
2011-09-01,147.170906821271,148.65001830617754,146.78681777281264
2011-10-01,145.0500024277993,147.1722171499294,146.6110022401501
2011-11-01,146.3616451241655,147.52160178866637,146.3237825758684
2011-12-01,143.36165785374328,147.82667471687677,145.95934560356994
2012-01-01,136.19408129361287,147.2124682728961,145.55842421617515
2012-02-01,132.36052594074118,145.45595080750806,145.16591012661198
2012-03-01,147.4410162449576,145.14022439362287,144.8249837329924
2012-04-01,145.52027831854522,141.22509771960796,144.5711206863553
2012-05-01,157.4041837193603,140.5033192617455,144.43408184907975
2012-06-01,149.03310174150508,141.04401853535418,144.43435004545591
2012-07-01,146.86279961903688,144.4656631093474,144.57949566992275
2012-08-01,145.6932569888101,145.24095428469323,144.86310393534282
2012-09-01,142.47153651731423,146.36214617826445,145.26286779364932
2012-10-01,147.23130295530083,147.28612237862882,145.74731676336012
2012-11-01,146.37343184468628,147.22269133060405,146.28227208563828
2012-12-01,143.58505809958143,149.01191726439174,146.8309947539661
2013-01-01,136.5170718250443,146.279628492614,147.3598511139197
2013-02-01,132.795321964955,148.11565669331384,147.84042440581857
2013-03-01,149.40394566736484,148.57837031633198,148.24766471879775
2013-04-01,155.94159584157654,147.77708604328288,148.5660531538947
2013-05-01,167.9734791225302,148.75970991245637,148.78731079075712
2013-06-01,156.2718644302407,149.4684690406414,148.9008688744421
2013-07-01,150.73100129825897,148.35702295431304,148.89990840391494
2013-08-01,148.42144953050052,150.13477493736798,148.78110408413383
2013-09-01,147.0048441881334,150.30966909042385,148.54783077932146
2013-10-01,148.6939593959755,149.34692809757757,148.20971713501723
2013-11-01,145.69589762827005,148.37684258649176,147.78023814565088
2013-12-01,142.5768791271264,146.52315211446682,147.27839555925786
2014-01-01,137.96969739537636,146.35869734780286,146.72617269991258
2014-02-01,132.48630687243056,146.6679972952865,146.1501337242107
2014-03-01,144.53782808347015,144.60044884790295,145.58142829285376
2014-04-01,152.34143546147138,144.69524618937385,145.0543648318575
2014-05-01,164.2032439025611,145.12887196753832,144.60275790490033
2014-06-01,153.80352402990053,145.1236062776924,144.25867967225219
2014-07-01,145.4228137340859,144.20351308016285,144.0516914415435
2014-08-01,140.10530396605887,143.5194736562057,144.0073096536664
2014-09-01,141.71873319955728,143.5825454152751,144.13664424392198
2014-10-01,143.34939741761292,144.23381175800262,144.43919050640125
2014-11-01,140.87759689826308,144.5279825542634,144.89874069661246
2014-12-01,140.43593774912821,144.60962457319488,145.48721786763275
2015-01-01,133.9981890703503,144.86669615080385,146.16550518013764
2015-02-01,132.627886955774,148.31380292255042,146.8817330305826
2015-03-01,149.4090129833281,146.8241876449856,147.58153616320362
2015-04-01,157.48459953731432,148.8633491936059,148.21313658043331
2015-05-01,168.88610058983411,149.4253380666587,148.72944374459982
2015-06-01,162.93739000912225,151.89712261629592,149.0900007274954
2015-07-01,151.8447963430633,150.62006540770756,149.2711617252271
2015-08-01,146.46506720486232,149.93033595806503,149.26559825733113
2015-09-01,145.8823237186007,149.27866016170168,149.08142270643975
2015-10-01,147.04587615341626,149.53640437993695,148.74046059067527
2015-11-01,146.175581385648,148.36109815107167,148.2776815490369
2015-12-01,141.9421187346255,146.78188229225248,147.73268766871888
2016-01-01,134.74529460021412,147.60112755566732,147.1497381291665
2016-02-01,134.22436149931252,146.52924080378725,146.57311105141204
2016-03-01,150.09704958929092,146.76636745452802,146.04318139547684
2016-04-01,153.2464113728094,145.2975726187892,145.59334966181424
2016-05-01,163.52454996217077,144.15311989893343,145.24638716541338
2016-06-01,153.6554163595517,144.21569254214828,145.01695820339987
2016-07-01,143.73138912485982,144.77098457372756,144.90886234630986
2016-08-01,143.67402490202906,145.14747168099825,144.9184343476582
2016-09-01,142.00752704633751,145.27352946037556,145.03911728700473
2016-10-01,141.13436174639136,144.77701741563612,145.2629326576238
2016-11-01,144.94079199039973,146.04715243624418,145.58025636090636
2016-12-01,142.59017536233983,146.99207736916216,145.9844650159651
2017-01-01,136.51396066191663,146.93082660166274,146.4674208235282
2017-02-01,131.84164895677065,146.16630281452464,147.0206207711284
2017-03-01,151.94060501501855,147.39107381810115,147.633165823099
2017-04-01,153.19976818400914,147.31779796205103,148.28576373897218
2017-05-01,167.55896002236491,147.56290523148306,148.95176001984498
