anio;provincia_id;provincia_nombre;dpto_id;dpto_nombre;codigo_delito_agrupado_nombre;cantidad_hechos;cantidad_victimas;
2014;6;Buenos Aires;;Bolivar;Total de delitos contra la propiedad;176;;
2014;6;Buenos Aires;;Bolivar;Total de hechos de robos;51;;
2014;6;Buenos Aires;;Bolivar;Total de hechos de hurtos;62;;
2014;6;Buenos Aires;;Bragado;Total de hechos delictivos;1051;;
2014;6;Buenos Aires;;Bragado;Total de vmctimas de delitos contra las personas;;380;
2014;6;Buenos Aires;;Bragado;Total de vmctimas de homicidios dolosos;;0;
2014;6;Buenos Aires;;Bragado;Total de vmctimas de lesiones dolosas;;218;
2014;6;Buenos Aires;;Bragado;Total de vmctimas de muertes en siniestros viales;;9;
2014;6;Buenos Aires;;Bragado;Total de vmctimas de lesiones culposas en siniestros viales;;128;
2014;6;Buenos Aires;;Bragado;Total de vmctimas de violaciones;;0;
2014;6;Buenos Aires;;Bragado;Total de vmctimas de otros delitos contra la integridad sexual;;18;
2014;6;Buenos Aires;;Bragado;Total de hechos de amenazas;146;;
2014;6;Buenos Aires;;Bragado;Total de delitos contra la propiedad;380;;
2014;6;Buenos Aires;;Bragado;Total de hechos de robos;53;;
2014;6;Buenos Aires;;Bragado;Total de hechos de hurtos;158;;
2014;6;Buenos Aires;;Brandsen;Total de hechos delictivos;652;;
2014;6;Buenos Aires;;Brandsen;Total de vmctimas de delitos contra las personas;;305;
2014;6;Buenos Aires;;Brandsen;Total de vmctimas de homicidios dolosos;;1;
2014;6;Buenos Aires;;Brandsen;Total de vmctimas de lesiones dolosas;;164;
2014;6;Buenos Aires;;Brandsen;Total de vmctimas de muertes en siniestros viales;;7;
2014;6;Buenos Aires;;Brandsen;Total de vmctimas de lesiones culposas en siniestros viales;;88;
2014;6;Buenos Aires;;Brandsen;Total de vmctimas de violaciones;;0;
2014;6;Buenos Aires;;Brandsen;Total de vmctimas de otros delitos contra la integridad sexual;;0;
2014;6;Buenos Aires;;Brandsen;Total de hechos de amenazas;156;;
2014;6;Buenos Aires;;Brandsen;Total de delitos contra la propiedad;194;;
2014;6;Buenos Aires;;Brandsen;Total de hechos de robos;69;;
2014;6;Buenos Aires;;Brandsen;Total de hechos de hurtos;33;;
2014;6;Buenos Aires;;Campana;Total de hechos delictivos;2895;;
2014;6;Buenos Aires;;Campana;Total de vmctimas de delitos contra las personas;;830;
2014;6;Buenos Aires;;Campana;Total de vmctimas de homicidios dolosos;;9;
2014;6;Buenos Aires;;Campana;Total de vmctimas de lesiones dolosas;;503;
2014;6;Buenos Aires;;Campana;Total de vmctimas de muertes en siniestros viales;;23;
2014;6;Buenos Aires;;Campana;Total de vmctimas de lesiones culposas en siniestros viales;;224;
2014;6;Buenos Aires;;Campana;Total de vmctimas de violaciones;;8;
2014;6;Buenos Aires;;Campana;Total de vmctimas de otros delitos contra la integridad sexual;;35;
2014;6;Buenos Aires;;Campana;Total de hechos de amenazas;481;;
2014;6;Buenos Aires;;Campana;Total de delitos contra la propiedad;1432;;
2014;6;Buenos Aires;;Campana;Total de hechos de robos;639;;
2014;6;Buenos Aires;;Campana;Total de hechos de hurtos;465;;
2014;6;Buenos Aires;;Caquelas;Total de hechos delictivos;1297;;
2014;6;Buenos Aires;;Caquelas;Total de vmctimas de delitos contra las personas;;343;
2014;6;Buenos Aires;;Caquelas;Total de vmctimas de homicidios dolosos;;3;
2014;6;Buenos Aires;;Caquelas;Total de vmctimas de lesiones dolosas;;272;
2014;6;Buenos Aires;;Caquelas;Total de vmctimas de muertes en siniestros viales;;10;
2014;6;Buenos Aires;;Caquelas;Total de vmctimas de lesiones culposas en siniestros viales;;34;
2014;6;Buenos Aires;;Caquelas;Total de vmctimas de violaciones;;1;
